clean_comment,usyk_sentiment,fury_sentiment
all the fury hating rematchroom casuals who have spent the every day of the last month cry about fury are currently cry harder and circle jerking each other for comfort it only get worse for them too a fury will clatter ko their new hero usyk in le than round [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury v usyk confirmed with contract signed but there no date no venue and it depends what happens in this nganno fight whatever frank well believe it when we see it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
but why is warren making this fight he said at a minimum well get them to run usyk v dubois back since he is confident theyll rule it wa a legal punch [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
team usyk must have had something in their hand against fury seriously fury would never take the fight d whatever happened im super excited and usyk all the way [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
awkward for anyone saying fury ducked him and will be even more awkward when they see how easy hell deal with usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i called this i knew fury would get a go to snatch all belt from usyk once he finished with francis he obviously care about money having undisputed belt raise his price through the roof it a no brainer he just wanted to milk the hype [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
hate him or love him fury will absolutely smash usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
where are the fury hater what you saying usyk is the last hope for certain people hahaha [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
usyk ha not signed nothing and neither ha fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury after seeing usyk quit against daniel said let me get my hand on him now [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i thought fury is ducking usyk strip him strip him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
i honestly think that usyk is a lot better fighter than fury and a much braver man i will bet a lot of money on usyk winning that fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk got a lot better and dominante after the low blow wich may indicate that he is indeed fooling fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
thats his opinion the rabbit will still be the rabbit stylistic usyk cause ton of issue to fury than ever before he look beatable before you meet him in that square [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury will steam roll usyk in round [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
my feeling is usyk had been planning to fight aj for year before it happened similarly usyk ha been planning to fight fury for year in comparison usyk only prepared for chisora or dunois for a few month it is similar to how holyfield prepared for mike tyson [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
so you cant rate perfomance of usyk depends on certain fight but people always bring up wallin against fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
the only reason people say usyk looked beatable v dubois wa because of the knock downlow blow take that away and usyk wa nearly flawless tyson or anyone else will absolutely have to knockout usyk to win otherwise he will out box out point and out work anyone [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
surely everyone doubt the usyk fury fight happens fury is fighting a boxer with a rematch clause ffs [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
told all the casuals fury would fight wilder the casuals all laughed told the casuals fury would fight usyk they all laughed cant wait for fury to beat usyk and see all the fake bandwagon fan [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
no more charles martin and boring parker for joshua to buy belt off fury usyk signed benn begging eubank for a pay day no wonder canelo left game changed [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury is wrungs above usyk in a higher league altogether hope they fight so that fury stop him becoms unifed and all the yt usyk gimp can go back inside the woodword [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
what are the excuse gon na be once fury win easy i think itll be usyks age then obviously the size difference saying usyk is only a cruiserweight same guy that predicted a usyk win [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
sparred fury for year no issue sparred usyk for round retired from boxing [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
boxing fan seems to be not knowing who tyson fury isusyk is a great boxer but he aint nothing close to tyson fury the big hugely big gypsy king fight that guy can fight let alone boxing he is just a born true fighter [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury will school i dont know how people dont see it wow he beat aj he is a joke he wa so low in confidence and still is since ruiz heck chisora gave usyk a not bad fight fury punched his head off [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
